# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 27 07:34:06 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
#
pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.23249215,0.00472835,-0.00347935,0,0.04216111,0.01164150,-0.01132687,0
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.22196449,0.01061647,-0.00909983,0,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.22232173,0.00615578,-0.00615578,0,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.24480328,0.00651262,-0.00490677,0,0.03168360,0.01249095,-0.01164144,0
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.23106472,0.02587211,-0.02051926,0,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.23374115,0.04103852,-0.01873498,0,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.22232173,0.00615578,-0.00615578,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07315563,0.01338213,-0.00535285,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07493991,0.00802928,-0.00713713,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07717013,0.00231956,-0.00249799,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.06994392,0.00936749,-0.00936749,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07181729,0.00419306,-0.00347935,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07226336,0.01695066,-0.00535284,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07315563,0.01338213,-0.00535285,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.08118490,0.00713713,-0.00713713,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07315563,0.01338213,-0.00535285,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07740000,0.00660000,-0.00860000,0,0.01000000,,,1
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.06994392,0.00936749,-0.00936749,0,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07324484,0.00196271,-0.00196271,0,0.00239123,,,1
Kepler-20 e,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.08029276,0.00892142,-0.00713713,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.08948167,0.00446070,-0.00794005,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.09189060,0.00802928,-0.00802928,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.08832204,0.01605855,-0.00713713,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.08832204,0.01605855,-0.00713713,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.08403976,0.00365778,-0.00365778,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.08832204,0.01605855,-0.00713713,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.07699170,0.00508520,-0.00410385,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.08493190,0.00419307,-0.00776163,0,0.00440489,,,1
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.08403976,0.00365778,-0.00365778,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.09099830,0.00802926,-0.00624498,0,,,,
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.09200000,0.00900000,-0.01200000,0,0.04500000,,,1
Kepler-20 f,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 g,Kepler-20,Radial Velocity,2016,Multiple Observatories,Multiple Telescopes,,,,,,,,
Kepler-20 g,Kepler-20,Radial Velocity,2016,Multiple Observatories,Multiple Telescopes,,,,,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19000000,0.03700000,-0.03700000,0,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.26050540,0.12936056,-0.05263637,0,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.15612481,0.02051926,-0.01159784,0,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19537871,0.01338210,-0.03390133,0,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22660401,0.07493991,-0.07493991,0,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19841233,0.01811048,-0.01811048,0,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.26050540,0.12936056,-0.05263637,0,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.16897136,0.02881613,-0.01043804,0,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.26050540,0.12936056,-0.05263637,0,,,,
Kepler-200 b,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.13025248,0.01338210,-0.00802926,0,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.16593809,0.02828085,-0.03167098,0,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.13524869,0.00802928,-0.00802928,0,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.25872112,0.09813560,-0.09813560,0,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.17753621,0.08832204,-0.03568567,0,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.15344839,0.02051926,-0.01159784,0,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.17753621,0.08832204,-0.03568567,0,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.17753621,0.08832204,-0.03568567,0,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,0.14200000,0.02600000,-0.02600000,0,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-200 c,Kepler-200,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-2000 b,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-2000 b,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.20876118,0.03479353,-0.03479353,0,,,,
Kepler-2000 b,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.23106472,0.03300925,-0.03300925,0,,,,
Kepler-2000 b,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.23106472,0.03300925,-0.03300925,0,,,,
Kepler-2000 b,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.29619107,,,0,,,,
Kepler-2000 b,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.24355471,0.00892142,-0.01516641,0,,,,
Kepler-2000 b,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.28548537,0.01159784,-0.01159784,0,,,,
Kepler-2000 b,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-2000 b,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.23106472,0.03300925,-0.03300925,0,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.14006626,0.00535285,-0.00892142,0,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.12489985,0.01784284,-0.01784284,0,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.19636040,,,0,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.10527273,0.01873498,-0.01873498,0,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.12489985,0.01784284,-0.01784284,0,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.16504623,0.00892142,-0.00981356,0,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,Kepler,0.95 m Kepler Telescope,0.12489985,0.01784284,-0.01784284,0,,,,
Kepler-2001 b,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09189060,0.01516641,-0.00624499,0,,,,
Kepler-2001 b,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09278275,0.01159784,-0.00713713,0,,,,
Kepler-2001 b,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.10625408,,,0,,,,
Kepler-2001 b,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09189060,0.01516641,-0.00624499,0,,,,
Kepler-2001 b,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-2001 b,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09189060,0.01516641,-0.00624499,0,,,,
Kepler-2001 c,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.16236980,0.02051926,-0.01159784,0,,,,
Kepler-2001 c,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.16326195,0.08296919,-0.08296919,0,,,,
Kepler-2001 c,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-2001 c,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-2001 c,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.16236980,0.02587211,-0.01070570,0,,,,
Kepler-2001 c,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.16236980,0.02587211,-0.01070570,0,,,,
Kepler-2001 c,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.16236980,0.02587211,-0.01070570,0,,,,
Kepler-2001 c,Kepler-2001,Transit,2023,Kepler,0.95 m Kepler Telescope,0.36399384,,,0,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.23909400,0.03746995,-0.02230354,0,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.25693639,0.01721831,-0.03390133,0,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.21900000,0.04300000,-0.04300000,0,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.24712327,0.02944068,-0.02944068,0,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.24355471,0.05263637,-0.03033282,0,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.24355471,0.05263637,-0.03033282,0,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.24587427,0.01409584,-0.01409584,0,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.24355471,0.05263637,-0.03033282,0,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-201 b,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.23463288,0.01695066,-0.02319565,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22035902,0.03479353,-0.02051926,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20608475,0.04460709,-0.02497997,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20608475,0.04460709,-0.02497997,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.25400000,0.05400000,-0.05400000,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.23659559,0.02578285,-0.02301722,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22749615,0.02676425,-0.02676425,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20867196,0.00704792,-0.00704792,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20608475,0.04460709,-0.02497997,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19894727,0.01427424,-0.01070568,0,,,,
Kepler-201 c,Kepler-201,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.17039908,0.01873498,-0.01248998,0,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.13649769,0.00981356,-0.00356857,0,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.16950665,0.00356856,-0.01962709,0,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.13846017,0.00758319,-0.00597734,0,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.14500000,0.00900000,-0.00900000,0,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.14363483,0.01159784,-0.01159784,0,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.16192373,0.01052727,-0.01052727,0,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.17039908,0.01873498,-0.01248998,0,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.17039908,0.01873498,-0.01248998,0,,,,
Kepler-202 b,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.17004193,0.00740476,-0.00954590,0,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.16772265,0.01159784,-0.00446071,0,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.17254022,0.00642342,-0.00642342,0,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.18378089,0.00446070,-0.00713712,0,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.18199692,0.01962712,-0.01338213,0,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.18288907,0.01516641,-0.01516641,0,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.18199692,0.01962712,-0.01338213,0,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.16500000,0.00900000,-0.00900000,0,,,,
Kepler-202 c,Kepler-202,Transit,2014,Kepler,0.95 m Kepler Telescope,0.18199692,0.01962712,-0.01338213,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20430047,0.08386133,-0.01784284,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22455209,0.00936749,-0.00936749,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22900000,0.04600000,-0.04600000,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.23284900,0.03479353,-0.03122496,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22125078,0.02676421,-0.02319565,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.18734977,0.13382127,-0.13382127,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20430047,0.08386133,-0.01784284,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22374877,0.01008118,-0.01855652,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20430047,0.08386133,-0.01784284,0,,,,
Kepler-203 b,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19091834,0.07761633,-0.01784284,0,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19091834,0.07761633,-0.01784284,0,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22660401,0.03390139,-0.03033282,0,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.18734977,0.13382127,-0.13382127,0,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22000000,0.04200000,-0.04200000,0,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.21143724,0.02497993,-0.01784280,0,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.21777143,0.03818360,-0.01480953,0,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.18600000,0.07600000,-0.01700000,0,2.36000000,1.31900000,-1.08500000,0
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20929646,0.00660185,-0.00660185,0,,,,
Kepler-203 c,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19091834,0.07761633,-0.01784284,0,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.12800000,0.02500000,-0.02500000,0,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.11330201,0.04639137,-0.00981356,0,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.11954679,0.02944063,-0.01070568,0,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.11749487,0.00829690,-0.00597734,0,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.10900000,0.04500000,-0.01000000,0,0.10700000,0.57700000,-0.10400000,0
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.12222342,0.01873498,-0.01605855,0,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.10527273,0.07315563,-0.07315563,0,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.11330201,0.04639137,-0.00981356,0,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.12454299,0.01579091,-0.01579091,0,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-203 d,Kepler-203,Transit,2014,Kepler,0.95 m Kepler Telescope,0.11330201,0.04639137,-0.00981356,0,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.24177042,0.03568567,-0.04014638,0,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22600000,0.04800000,-0.04800000,0,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19894762,0.07761633,-0.02319569,0,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19627119,0.09813560,-0.09813560,0,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.18690370,0.01195470,-0.01195470,0,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.21679008,0.03211705,-0.02676421,0,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19894762,0.07761633,-0.02319569,0,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19894762,0.07761633,-0.02319569,0,,,,
Kepler-204 b,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.19992863,0.01409582,-0.02738871,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.13114484,0.06512635,-0.06512635,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.16000000,0.03500000,-0.03500000,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.15880124,0.02408783,-0.02587211,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.12133128,0.04817566,-0.01427427,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.13150147,0.01525560,-0.02060844,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.12936034,0.01962709,-0.01516638,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.12133128,0.04817566,-0.01427427,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.11419415,0.00615578,-0.00615578,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,0.12133128,0.04817566,-0.01427427,0,,,,
Kepler-204 c,Kepler-204,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-205 b,Kepler-205,Transit,2014,Kepler,0.95 m Kepler Telescope,0.11776251,0.03390133,-0.03390133,0,,,,
Kepler-205 b,Kepler-205,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-205 b,Kepler-205,Transit,2014,Kepler,0.95 m Kepler Telescope,0.10438059,0.01338213,-0.01248998,0,,,,
Kepler-205 b,Kepler-205,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-205 b,Kepler-205,Transit,2014,Kepler,0.95 m Kepler Telescope,0.14069052,0.00776162,-0.01097333,0,,,,
Kepler-205 b,Kepler-205,Transit,2014,Kepler,0.95 m Kepler Telescope,0.14711393,0.00642341,-0.00642341,0,,,,
